,col_name,feature_importance_vals
9212,SSBP1,0.00023001529240098342
9738,TLE2,0.0002288043895418923
8179,RPS6,0.0002257106691156598
7174,POLR2I,0.00022553952805642787
8160,RPS19,0.0002246583504617005
2146,CREB3,0.00022378899898985066
3973,GTF2H1,0.0002227389899063271
8074,RPA1,0.00022253498008852217
7456,PSMB3,0.0002217189115351805
4167,HIST1H2BI,0.0002201365082153363
7461,PSMC1,0.00022002619636028752
8123,RPL35A,0.00021967929021116106
1878,CIITA,0.00021955189703624602
9643,TGFB1,0.00021946571007917397
4171,HIST1H2BM,0.00021923163385377637
7173,POLR2H,0.00021909605834677083
4545,IPMK,0.0002171871953664733
7475,PSMD4,0.0002161619045374699
7485,PSMF1,0.00021489692716946033
8133,RPL7,0.0002137978372311376
7469,PSMD11,0.00021316285249678522
7375,PRKDC,0.00021274225250985743
7697,RAD50,0.00021225915607045155
8111,RPL26L1,0.00021206439501847505
6446,NUP188,0.0002118759269286294
1353,CALM1,0.00021008485266651615
10823,YWHAE,0.00020953215152111134
7158,POLL,0.00020939691996302984
7688,RAC2,0.00020898413205871363
6447,NUP205,0.00020846954939770512
4624,ITGB1,0.00020811558131824244
10290,TUBB6,0.00020790248433771605
1540,CCL5,0.00020734231102876013
4571,IRAK4,0.00020717918635568822
8110,RPL26,0.00020664556265746097
8166,RPS24,0.0002062291968270355
10018,TOP3B,0.00020601163087821287
7447,PSMA2,0.00020547371926883128
5412,MAPK12,0.00020545952020781371
7452,PSMA7,0.0002051325325414137
7164,POLR1D,0.0002050674002624384
71,ABL2,0.00020324338017347216
7687,RAC1,0.00020253849377727289
7357,PRKAG2,0.00020181907567838118
9065,SOS2,0.00020070571144816977
6956,PIK3R3,0.0002004682136325405
1362,CAMK2G,0.00020039349610669887
7930,RHOA,0.00019947141626849212
8169,RPS27,0.00019872610832873778
6781,PDS5B,0.000198644671594322
1703,CDK5,0.00019856475555308443
1963,CLTC,0.00019836983478503848
7177,POLR2L,0.00019802182782069184
8140,RPLP2,0.00019753881204084023
8128,RPL39,0.00019739471460367825
6095,NCOA2,0.0001969382794413832
2507,DGKQ,0.000196445753917073
3841,GORASP1,0.0001952727791201771
4919,KRAS,0.0001950479207432811
8176,RPS4X,0.00019491756945211154
6449,NUP214,0.00019481010426759964
3799,GNAI3,0.00019451619760454483
1568,CCR4,0.0001939135396833299
3578,FYN,0.00019193801787808368
4449,IL10RA,0.0001908992221696228
6453,NUP50,0.0001902451953635766
8100,RPL21,0.00019014057264799843
7189,POM121C,0.00018967114189693418
6576,PABPC1,0.00018951703376702566
6083,NCF2,0.00018919260829674246
2856,EHHADH,0.0001887721803191548
4152,HIST1H2AE,0.00018834100737352016
7468,PSMD10,0.0001881418851903268
9451,TAF12,0.00018809399625533492
7466,PSMC6,0.00018771061897775954
7167,POLR2B,0.00018766080891579733
6579,PABPN1,0.00018705063771252438
8132,RPL6,0.00018699218554685943
6951,PIK3CD,0.00018689964489077774
2925,ELMO3,0.00018678577293065665
5908,MTMR14,0.00018671319785666513
4177,HIST1H3D,0.00018634581070157397
306,AKT3,0.00018598328799605758
7457,PSMB4,0.00018564523049392916
8094,RPL14,0.00018552953287186169
2315,CYCS,0.00018494853897244376
6949,PIK3CA,0.00018454438810434882
5966,MYL12B,0.0001838870069150699
6948,PIK3C3,0.00018325245499490543
7483,PSME3,0.00018300156347882316
2043,COL6A1,0.0001828857592227105
7352,PRKAB1,0.00018220490039241738
764,ATP2A2,0.00018218618736761438
10029,TP53,0.00018203038055687032
1569,CCR5,0.00018166729203218123
718,ATF2,0.00018131134620445594
10073,TRAF2,0.00018117894159191703
4188,HIST1H4F,0.00018096205248744249
7478,PSMD7,0.00018092625916254362
2755,DYNLL1,0.00018077704671537294
9460,TAF4,0.00018065658137035056
5707,MMP2,0.00018050490436981849
198,ADH5,0.00018038745469882455
190,ADCY3,0.00017933546455424222
947,BDH2,0.00017914907676955548
9046,SOCS1,0.00017859907246964632
3313,FBN1,0.0001781217465253786
3807,GNB4,0.00017797522997660474
4186,HIST1H4D,0.00017792839091551005
8170,RPS27A,0.00017713517648871858
5851,MRVI1,0.00017697989030647404
8121,RPL34,0.00017605185653512588
4626,ITGB2,0.00017574718127793157
3480,FN1,0.00017437819630178919
9379,SUPT4H1,0.000174018936708911
